10.0,0.013208176616150532
21.0,0.044855788200134306
25.0,0.0559900788532255
27.0,0.06071071750467318
40.0,0.09272478500869702
60.0,0.1465034468200227
71.0,0.17479216437672834
85.0,0.21779901235224475
93.0,0.24280819737097417
101.0,0.26406314552238186
110.0,0.2885276768532895
123.0,0.32739749590749545
126.0,0.33636745415077374
137.0,0.36925730104279414
152.0,0.41410709225918557
156.0,0.42467960065697813
164.0,0.4455947553012189
176.0,0.47696748726758004
187.0,0.5057258249034111
195.0,0.5266409795476519
209.0,0.5624908890573403
231.0,0.6156319505184383
245.0,0.649448989630046
257.0,0.6784350231542813
266.0,0.6987378556445939
287.0,0.7408604642948571
298.0,0.7629246878735664
316.0,0.7990297810023633
331.0,0.8291173586096943
336.0,0.8398297277848926
